name|artist|genre|lyrics
Oblivious to Evil|Deicide|metal|"join us

evil night of an evil death
epitome of illusion
sacrifice of the unborn child
enter the kingdom of darkness
sodomized for the ritual
for there is nowhere to run
open the gates to the manifestation
and grant me the powers of darkness

chorus:
infernal majesty, take this dead offering
feeding the demon seed, evil bestowed on me

exorcise the powers of death
invert my cross of time
the realm of satan anarchy
inside my sacred sign

lucifer bring me the legions of death
abaddon kill until nothing is left
oblivious to evil

(lead - eric/brian)

death defied the rituals
of dreams and disillusion
unlock the box and gimp in pain
summon the demons of darkness
evil gods that feast with flesh
prepare me for the dead
release me from the angels so righteous
for your god is dead

repeat chorus"
Necromancy|Bathory|metal|"""heil satanic majesty
tonight we sacrifice
we drink our own blood
and blasphemy while
the moon is our only light

we whisper our sorcery
the acid takes us high
we sing the songs of mayhem
wingless angel
in soundless flight

our bodies completes the circle
with blood we draw the signs of hell
chant the force of pandemonium
and recite the words of spell

necromancy

i gather up the force of darkness
to bring damnation lust and war
demand all heaven's virgins
to bend before our horny lord

tonight nothing is too sacred
we desecrate and live in sin
inhaling the stench of rotten flesh
and of burning winds

descend from blackened skies
on soundless magic wings
to spread the words of satan
and live in eternal sin"""
Torn To Pieces|Death|metal|"
out to find the truth
behind the myth of
man eating man
finding bodies tied
up to a stake
you cannot understand


filled with ignorance
you watch them eat your friends
ask for evidence
a hook right through your tits


torn to pieces
torn to pieces
torn to pieces
torn to pieces


trying to escape
they torture you by
cutting off your cock
when you're dead
they'll feast upon your flesh
your brains they'll
eat and chop


pray if you want
pathetic rancid cunt
face reality
death your final pleasure


torn to pieces
torn to pieces
torn to pieces
torn to pieces


torn to pieces
torn to pieces
torn to pieces
torn to pieces"
Amaranth|Nightwish|metal|"
baptized with a perfect name
the doubting one by heart
alone without himself

war between him and the day
need someone to blame
in the end, little he can do alone


you believe, but what you see
you receive, but what you give


caress the one, the never-fading rain in your heart
the tears of snow-white sorrow
caress the one, the hiding amaranth
in a land of the daybreak


apart from the wandering pack
in this brief flight of time
we reach for the ones who ever dare


you believe, but what you see
you receive, but what you give


caress the one, the never-fading rain in your heart
the tears of snow-white sorrow
caress the one, the hiding amaranth
in a land of the daybreak
caress the one, the never-fading rain in your heart
the tears of snow-white sorrow
caress the one, the hiding amaranth
in a land of the daybreak


reachin', searchin' for something untouched
hearing voices of the never-fading callin'
callin'... callin'


caress the one, the never-fading rain in your heart
the tears of snow-white sorrow
caress the one, the hiding amaranth
in a land of the daybreak
caress the one, the never-fading rain in your heart
the tears of snow-white sorrow
caress the one, the hiding amaranth
in a land of the daybreak (daybreak)"
Living Dead|Entombed|metal|"this is the world you're free to explore
life is the paradise you've been searching for
you are the god you try to implore
you're living in a hell that none
but you have bore
born as you were in deadly sin
you are to lose you cannot win
words meant to build walls around your skin
to restrain the powers kept within

converted you were told to find the way
to reach the land of everyday
lobotomized drowning internal dismay
i live while you decay

penetrated soul weakened and misled
beholder of a life that perish
soon you'll wake up dead
a lie have built unto itself
a throne in your head
beholder of a life that perished
you are living dead!

defiled the cross hanging around
your neck
with blood from never concluded lives
the symbol of spiritual lobotomy tells you're
a slave to repeated lies

i can see right through you will
cease to exist
and fade away - into your minds wasteland -
i live while you decay

i gaze into your eyes
two wells of extinguished life
mental winter living lie
you're searching the long lost and long to die
illuminate your inner shadows the darkness
kept from light
you walk one way but your heads on backwards
and end up being what you fight"
Through the Halls of Eternity|Immortal|metal|"in storm i ride
toward the shadowruins
infernally vasts
take my sight
then color my vision
from an endless dripping sky
paint the visage
centuries old
of those
that rode by my side
the houvering steel desecrators

nearer have i never been
to this that i always searched
the crystal cleared opening
in wich i shall be gone

from an endless dripping sky
cryptic visages centuries old
of those that rode by my side

in storm i stand upon ruions
infernally vasts take my sight again
the light is dim before me
for the vision was frost

chiming bells of immortality
sings through the halls of eternity..."
Kings of Metal|Manowar|metal|"manowar, manowar, living on the road
when we're in town, speakers explode
we don't attract wimps
cause we're too loud
just true metal people
that's manowar's crowd

they wanna keep us down
but they can't last
when we get up
we're gonna kick your ass
gonna keep on burning
we always will
other bands play, manowar kills
other bands play, manowar kills

we like it hard, we like it fast
we got the biggest amps
man, they blast
true metal people wanna rock, not pose
wearing jeans and leather
not cracker jack clothes

they wanna keep us down
but they can't last
when we get up
we're gonna kick your ass
gonna keep on burning
we always will
other bands play, manowar kills
other bands play, manowar kills

now listen to me

we are the kings of metal
coming to town
when we light up
have the roof nailed down
don't try to tell us that we're too loud
cause there ain't no way
that we'll ever turn down

they wanna keep us down
but they can't last
when we get up
we're gonna kick your ass
gonna keep on burning
we always will
other bands play, manowar kills

we're the kings of metal
kick your ass
kick your ass
manowar kills
coming to town, we're gonna
kick your ass

we're the kings of metal
manowar kills
coming to town, we're gonna
kick your ass
we're the kings of metal
manowar kills

kick your ass
manowar kills
we're the kings of metal
kick your ass
coming to town
manowar kills
coming to town, we're gonna
kick your ass

kings of metal
manowar kills
kick your ass"
Suicide Season|Bring Me The Horizon|metal|"
we stare at broken clocks, the hands don't turn anymore
the days turn into nights, empty hearts and empty places
the day you lost him, i slowly lost you too
for when he died, he took a part of you


no time for farewells, no chances for goodbyes
no explanations, no fucking reasons why
i watched it eat you up, pieces falling on the floor
we stare at broken clocks, the hands don't turn anymore


if sorrow could build a staircase or tears could show the way
i would climb my way to heaven and bring him back home again
don't give up hope, my friend
this is not the end


we stare at broken clocks, the hands don't turn anymore
the days turn into nights, empty hearts and empty places
the day you lost him, i slowly lost you too
for when he died, he took a part of you


death is only a chapter, so let's rip out the pages of yesterday
death is only a horizon, and i'm ready for the sun
i'm ready for the sun to, i'm ready for the sun to set
this is suicide season


if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven to bring him back home again
if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven and bring him home again
if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven to bring him back home
this is suicide season
this is suicide season, my friend
if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven to bring him home again
if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven and bring him home again
if only sorrow


if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven and bring him home again
if sorrow could build a staircase or tears could show the way
we would climb our way to heaven and bring him home again


if only sorrow could build a staircase or tears could show the way
we would climb our way to heaven and bring him home again
we would do anything to bring him back to you
we would do anything to end what you're going through
if only sorrow could build a staircase or tears could show the way
i would climb my way to heaven and bring him home again
i would do anything to bring him back to you
because if you got him back, i would get back the friend that i once knew"
Together as One|Death|metal|"
labelled a creation of evil
ridiculed for their shocking appearance


sharing both pleasure and pain
two minds, two hearts, one soul


separating mentally
an illusion of privacy


together - they absorb each other's lives
as one - they will live and they will die
a living hell has begun


displayed as a nightmare
criticized through words and eyes
as they stare

to the normal it seems grotesque
connected by a, a bond of flesh


sharing both pleasure and pain
two minds, two hearts, one soul


separating mentally
an illusion of privacy


together - they absorb each other's lives
as one - they will live and they will die
a living hell has begun"
Breaking Point|Parkway Drive|metal|"black plagues line a fading sky
a dying world stripped to the bone
intoxicated by the madness
blood weeps from open wounds

and still the fires rage
consumed, now chaos reigns
our pride dissolved
the rise and fall
the breaking point
burned and crossed

lost

now immune to all the carnage
we turn upon ourselves
within these times of desperation
we are the virus that has infected to its last

nothing is sacred
nothing shall be saved
no one shall be spared the horror
that has yet to come

destroy and discard
this is all that we know

blackened flesh, blistered
hangs from skeletal frames
stalking this arid wasteland
our minds immune to change

the shreds of morality
fall by the wayside
as we are left to ponder
these black box revelations

in the days to come
in this, our final hour
we will witness the true depths to which
humanity can sink

humanity can sink

we will learn
learn to suffer
we will learn
learn to fail
and before long, before long
we will beg for the end

and still the fires rage
consumed, now chaos reigns
our pride dissolved
the rise and fall
the breaking point
burned and crossed"
Braablick Blev Hun Vaer|Ulver|metal|"langveysfra blifver hun iagttagen
ine, mange graablick
medens maanen tavst glider
pigen:
""eg merkje kalde yne
kva er eg vr - maa vre snar
fr trolldomskraft med makt meg tar""
ine holder hende endnu
seer fra nysgierrig fjrnhed
norsk nat iiser
naar lyd lig hylende varg stter
torden ruller
(angsten blusser)
verden er sneen
- stille
alleene hun aander
hierteslag banker
blodet iisner i aarene
de underjordiske:
""sorrigens kilde hviler
paa de tornekldte trer
hun er saa vacker een dyd
hendes drm solspell indvier""
paa disse hvide kinder
paa denne smiilforladte mund
taarerne i elver strmmer
naar verden er i blund"
Det Som En Gang Var|Burzum|metal|"imellom buskene vi stirret
på de som minnet om andre tider
og fortalte at håpet var borte
for alltid...
vi hørte alvesang og vann
som sildret
det som en gang var er nu borte
alt blodet...
all lengsel og sorg som hersket
og de følelser som kunne
røres
er vekk...
for alltid...
vi døde ikke...
vi har aldri levd"
Redneck|Lamb of God|metal|"
so goddamn easy to write this
you make it spill on the page
so drunk on yourself, self-righteous
the laughing stock of your own fucking stage


but i ain't one to call names
or throw stones in a house of glass
you try me


this is a motherfucking invitation
the only one you could ever need
this is a motherfucking invitation
you try me


just one time you got a reason
heard you had nothing to lose
a blind preacher for the pin-eyed congregation
it must be easy to lose


but i ain't one to call names
or throw stones in a house of glass
you try me


this is a motherfucking invitation
the only one you could ever need
this is a motherfucking invitation
you try me


you can tell the same lie a thousand times
but it never gets anymore true
so close your eyes once more and once more believe
that they all still believe in you
just one time


this is a motherfucking invitation
the only one you could ever need
this is a motherfucking invitation
just one time


this is a motherfucking invitation
you try me
just one time
you try me
just one time
you try me
you try me"
Tears Don't Fall|Bullet For My Valentine|metal|"
let's go!


with bloodshot eyes, i watch you sleeping
the warmth i feel beside me is slowly fading
would she hear me if, i called her name?
would she hold me, if she knew my shame?


there's always something different going wrong!
the path i walk's in the wrong direction!
there's always someone fucking hanging on!
can anybody help me make things better?


your tears don't fall, they crash around me
her conscience calls, the guilty to come home
your tears don't fall, they crash around me
her conscience calls, the guilty to come home


the moments die, i hear no screaming
the visions left inside me are slowly fading
would she hear me, if i called her name?
would she hold me, if she knew my shame?


there's always something different going wrong!
the path i walk's in the wrong direction!
there's always someone fucking hanging on!
can anybody help me make things better?


your tears don't fall, they crash around me
her conscience calls, the guilty to come home
your tears don't fall, they crash around me
her conscience calls, the guilty to come home

oh!

yeah!


this battered room i've seen before
the broken bones they heal no more, no more
with my last breath i'm choking
will this ever end? i'm hoping
my world is over, one more time!

let's go!




would she hear me, if i called her name?
would she hold me, if she knew my shame?


there's always something different going wrong!
the path i walk's in the wrong direction!
there's always someone fucking hanging on!
can anybody help me make things better?


your tears don't fall, they crash around me
her conscience calls, the guilty to come home (tears don't fall)
your tears don't fall, they crash around me (conscience calls)
her conscience calls, the guilty to come
better!
your tears don't fall, they crash around me (conscience calls)
her conscience calls, the guilty to come home!"
The Axe|Gojira|metal|"
i've been a victim to the blade against myself
bloodletting all of my soul
sucked in, paralyzed in this vortex
reduced to silence
in the dark, i've lingered too long
this sharpened axe, beam of light
i reach for, and i master
wield against these shadows


its purpose now revealed in silence
keep searching, question if this light ends


now i will strike and dig with precision
introspective eye, erase the concept
i lost my fears and the notion of time
i healed my sorrow
all boundaries are illusion
when you reach the centre light and
reinforce the striking power
by chance you're followed


its purpose now revealed in silence
keep searching, question if this light ends

all ghosts dwelling in inside, in the heart
i see them all, release their shadow"
Sacrificial|Death|metal|"
with chainsaw in hand
your death i demand
slicing through your fat
my awaited gore attack

manipulating lies
is your way of life
riding on cheap glory
your life is getting gory


watch you bleed to death
gasping for last breath
choking on your blood
i shit onto your guts


sacrificial cunt
i despise
sacrificial cunt
no more lies

sacrificial cunt
i despise
sacrificial cunt
no more lies


slabs of fat
lay on the ground
ram an axe
into your mound

time to pay
the gruesome price
a stupid cunt
we sacrifice


watch you bleed to death
gasping for last breath
choking on your blood
i shit onto your guts


sacrificial cunt
i despise
sacrificial cunt
no more lies

sacrificial cunt
i despise
sacrificial cunt
no more lies


sacrificial cunt
i despise
sacrificial cunt
no more lies

sacrificial cunt
i despise
sacrificial cunt
no more lies"
It Never Ends|Bring Me The Horizon|metal|"
started off as a one night stand, lingered to a fling
the sirens and the sergeants didn't seem to mean a thing
hide your fangs all you want, you still need the blood
tell us that it's different now, you're up to no good


take my hand, show me the way
we are the children that fell from grace
take my hand, show me the way
we are the children who can't be saved


one more nail in the coffin, one more foot in the grave
one more time i'm on my knees as i try to walk away
how has it come to this?


i've said it once, i've said it twice, i've said it 1000 fuckin' times
that i'm okay, that i'm fine, that it's all just in my mind
but this has got the best of me and i can't seem to sleep
it's not 'cause you're not with me, it's 'cause you never leave


i've said it once, i've said it twice, i've said it 1000 fuckin' times
you say this is suicide?


you say this is suicide? i say this is a war
and i'm losing the battle, man down, man down, oh
is this what you call love?
this is a war i can't win


one more nail in the coffin, one more foot in the grave
one more time i'm on my knees as i try to walk away
everything i loved became everything i lost


i've said it once, i've said it twice, i've said it 1000 fuckin' times
that i'm okay, that i'm fine, that it's all just in my mind
but this has got the best of me and i can't seem to sleep
it's not 'cause you're not with me, it's 'cause you never leave
it's not 'cause you're not with me, it's 'cause you never leave


every second, every minute, every hour, every day
it never ends, it never ends
every second, every minute, every hour, every day
it never ends, it never ends
every second, every minute, every hour, every day
it never ends, it never ends
every second, every minute, every hour, every day
it never ends, it never ends"
Raining Blood|Slayer|metal|"


trapped in purgatory
a lifeless object, alive
awaiting reprisal
death will be their acquittence


the sky is turning red
return to power draws near
fall into me, the sky's crimson tears
abolish the rules made of stone


pierced from below, souls of my treacherous past
betrayed by many, now ornaments dripping above

awaiting the hour of reprisal
your time slips away


raining blood
from a lacerated sky
bleeding its horror
creating my structure
now i shall reign in blood

"
The Arms of Sorrow|Killswitch Engage|metal|"
imprisoned inside this mind
hiding behind the empty smiles
so simple (the anguish)
as it mocks me
crawling back into the dark
running, always running, into the distance
stop me before i bleed, again


the echoes of my voice
follow me down
the shadows i cast
follow me down


deeper i'm falling
into the arms of sorrow
blindly descending
into the arms of sorrow

(there must be serenity)


the echoes of my voice
follow me down
the shadows i cast
follow me down


deeper i'm falling
into the arms of sorrow
blindly descending
into the arms of sorrow


the demons of my own design
this horror must not remain


deeper i'm falling
into the arms of sorrow
blindly descending
into the arms of sorrow

(there must be serenity)
(there must be deliverance)


deeper i'm falling
blindly descending"
Beneath Broken Earth|Paradise Lost|metal|"before us the king
as lifeless hearts sink
before us lay dreams
a light no one sees

hail to nothingness
you wish to die
hail to godliness
you wish to die

ungodliest ones
the circle is done
ungodliest ones

hail to nothingness
you wish to die
hail to godliness
you wish to die

before us the king
our lifeless hearts sink
before us beneath
a light no one sees"
At War With Reality|At The Gates|metal|"a howling wind of nightmares
howling through barren streets
frozen in time
the city woke up paralyzed

where is the splendor?
all our ambitions decay
among the ruins
covered forever in dust

war

the sound of beating winds
chaotic dreams asleep
as phantoms we answer
at war with reality

where is the hunger?
with eyes of sadness it stares
the air it hangs dying
dressed in the nightmares of old

abandoned in panic
fortifications decayed
from our own indulgence
the golden age dead

war

the sound of beating winds
chaotic dreams asleep
as phantoms we answer
at war with reality

as phantoms we answer
at war with reality"
Cosmic Keys To My Creations And Times|Emperor|metal|"the heavens are lit by the stars
where years of secrets of universal forces lay hid
they shine so bright, but yet
they have seen more evil than time itself
reflected in the deepless lakes
(they are drowning in black elements)

they are the planetary keys to unlimited wisdom
and power for the emperor to obtain
(they) being the gods of the wolves
whom upon they bark at night

requesting their next victim in thirst of blood
i enjoy those moments i may haunt with these beasts of the night

what kinds of beings are existing at the deeps of my lakes?
they surely must be of an evil race
for no friendly thing can live
in such depressive waters

(here is also a planet similar to the moon, but its phases is only one
and it is in its most powerful for all and ever...
there passes no light without the barking of the wolves.)

all these landscapes are timeless
and this is all just a part of cosmos
(but) all is mine and past and future is yet to discover...
much have been discovered, but tomorrow
i will realise i existed before myself

i will be reborn
before i die

i will realise planets ages old
created by a ruler with a crown of dragon claws
arrived with a stargate...
a king among the wolves in the night...
an observer of the stars

i will realise planets ages old
created by a ruler with a crown of dragon claws
arrived with a stargate...
a king among the wolves in the night...
an observer of the stars

an observer of the stars
an observer of the stars"
Threatening Skies|Obituary|metal|"you've found once, live wise
the taste to come, we'll go
lost right taking the face, the coming show

threatening skies
threatening skies

i will fear rising forms more slow
live the spell, takes the coming spell forth
ravishing you all
ravishing you all
ravishing you all

threatening skies
threatening skies

you've found once, live wise
the taste to come, we'll go
lost right taking the face, the coming show

threatening skies
threatening skies
threatening skies"
Meddler|August Burns Red|metal|"this moment will too pass us by
it's this notion inside all of us to prioritize
through our selfish eyes
to be the bull behind the rampage
the reason for all the riot

we'll feed our flame before wasting time on everyone else's
with more problems and less pride
we'll feed our flame before wasting time on everyone else's
the gallows were not supposed to look like this

oh god, we live in misery
lying here in desperation
we need you here more than anything right now, right now

if everything's relative, then why the emptiness in our souls?
if everything's relative, then why the emptiness in our souls?
trying to untie the knot we thought we were untying
our entire lives, we're busied up and burnt out (out)

everyone together, we will strengthen ourselves
everyone together, we will strengthen ourselves
everyone together, we will strengthen ourselves (we will)

because now we know
you won't ever fly fast enough to make time stand still
you won't ever fly fast enough to make time stand still

stop, listen, and learn. stop, listen, and learn
you won't ever fly fast enough to make time stand still
stop, listen, and learn
you won't ever fly fast enough to make time stand still
stop, listen, and learn
you won't ever fly fast enough to make time stand still
stop, listen, and learn
you won't ever fly fast enough to make time stand still
stop, listen, and learn"
Lord of All Fevers & Plague|Morbid Angel|metal|"
ninnghizhidda - open my eyes
ninnghizhidda - hear my cries
plumed serpent of the deep
plumed serpent of the gate

i command - come before me
i command - bring the key
rise from the depths
see the fire in my wand


ia iak sakkakh iak sakkakth
ia shaxul


i call forth the god pazuzu
i call forth the lord of plague
i am of the lost
creatures of spawn of hate

rejoice in the heaving earth
praise the ripping sky
rise spread disease
consume their puny souls


ia iak sakkakh iak sakkakth
ia shaxul
ia kingu ia cthulhu ia azbul
ia azabua


ride the wings of death
ride the wings of death
ride the wings of death
ride the wings of...


ninnghizhidda - open my eyes
ninnghizhidda - hear my cries
plumed serpent of the deep
plumed serpent of the gate

i command - come before me
i command - bring the key
rise from the depths
see the fire in my wand


ia iak sakkakh iak sakkakth
ia shaxul
ia kingu ia cthulu ia azbul
ia azabua"
Take This Life|In Flames|metal|"
it's not so much the pain
it's more the actual knife
pretending the picture is perfect
i cut myself sleep
i close my eyes for a second
and meet a fragile soul
i scream to hide that i'm lonely
the echo calls my name


if i ever, if i never
make me understand the thought whatever
make me see, make me be
make me understand you're there for me


take this life, i'm right here
stay awhile and breathe me in
take this life, i'm right here
stay awhile and breathe me in


the rain drops just beg to hit me
what now? hasn't rained for days
no time to play hide-and-seek
i call upon you to take me on
break me down to pieces
put me back, do it right this time
struggling to fill this empty shell
burn all my efforts
in the end it means nothing


if i ever, if i never
make me understand the thought whatever
make me see, make me be
make me understand you're there for me


take this life, i'm right here
stay awhile and breathe me in
take this life, i'm right here
stay awhile and breathe me in


these thoughts, burn a hole in my heart
these thoughts, will keep me feeling
these thoughts, burn a hole in my heart
these thoughts, will keep me feeling


if i ever, if i never
make me understand the thought whatever
make me see, make me be
make me understand you're there for me


take this life, i'm right here
stay awhile and breathe me in
take this life, i'm right here
stay awhile and breathe me in"
Hades|Bathory|metal|"
beyond the mountains
where the wind cries out its pain
deserted valleys
where the darkness always reigned
where the sunlight never ever
touched the poisoned ground
where the laugh of undead children
never ever sound


forever wrapped in darkness
the forgotten valleys of hades


forgotten damned domains
where curse and hate collide
where the cold and darkness meet
and the truth have turned to lie
where the flame of love growls cold
and its powers never rise
and hand of death has grasped
every form of light


forever wrapped in darkness
the forgotten valleys of hades"
Blue and the Grey|Parkway Drive|metal|"dear sky
dear sky, don't cry for me
(cry for me)
be the hope
i could never reach

cold sea, please don't let me sink
(don't let me sink)
wrap your arms around me
and carry me home

i stood at the shore and spoke to the ocean
i stood in the water and let my guts spill
i said, ""you and me, we're not so different
i see my reflection in all that you do""

we both keep our secrets
we're both oh so blue
my heart is full of darkness
i know that yours is too

i sat on the rooftop and screamed at the sky
i sat on the edge until i knew deep inside
like the sky, i will always be empty
the horizon, my love - forever just out of reach

we both keep our secrets
we're both oh so blue
my heart is full of darkness
i know that yours is too

distance was born
when the sea and the sky grew apart
loneliness was born
the day i let you go
i let you go
i let you...

i let you...
i let you go
i let you...
i let you go
i let you go

so now i stand at the shore and speak to the ocean
i stand in the water and let...
let my guts spill
let my guts spill

we both keep our secrets
we're both oh so blue
my heart is full of darkness
i know, i know that yours is too

dear sky
dear sky, don't cry for me
(cry for me)
be the hope
i could never reach

cold sea, please don't let me sink
(don't let me sink)
wrap your arms around me
and carry me home

dear sky
dear sky"
