name|artist|genre|lyrics
do it, do it, can't take it no more yeah (no more)
do it, do it, can't take it no more yeah (no more)
hol' up, yeah
hol' up, yeah
(hol' up)
hol' up, yeah
hol' up, yeah
(hol' up)
hol' up, yeah
hol' up, yeah
do it, do it, can't take it no more yeah (no more)
do it, do it, can't take it no more yeah (no more)"
Freek'n You|Jodeci|r&b|"
i wanna freak you
i wanna freak you
i wanna freak you
i wanna freak you
i wanna freak you
i wanna freak you
i wanna freak you
i wanna freak you


every time i close my eyes
i wake up feeling so horny
i can't get you outta my mind
sexin' you be all i see
i would give anything
just to make you understand me
i don't give a damn about nothing else
freek'n you is all i need


tonight, i need your body
tonight, you got my time
tonight, you won't be sorry
tonight, you got my mind
you got my mind, all i wanna do is freak you


what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you


oooh, i could go on for days
but i couldn't go on for weeks
i can even play with another body
but it wouldn't last cause i'm a freak
turned on by everything you say
i'm turned on by everything you do
and at night when i close my eyes
i only dream of freek'n you


tonight, i need your body
tonight, you got my time
tonight you won't be sorry
tonight, you got my mind
you got my mind, all i wanna do is freak you


what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you


freek out and freek me up and down
devante swing
freek out and freek me up and down
freek out and freek me up and down
freek out and freek me up and down


every freek'n night and every freek'n day
i wanna freek you baby in every freek'n way
every freek'n day, every freek'n night
i wanna freek you girl
your body's so freek'n tight
every freek'n night and every freek'n day
i wanna freek you baby in every freek'n way
every freek'n day, every freek'n night
i wanna freek you girl
your body's so freek'n tight


what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you
what must i say
what must i do
to show how much
i think about freek'n you"
I Do|Musiq Soulchild|r&b|"
sometimes i don't like you
you always got a problem
with anything that i do
i don't always understand everything about you
but i know i just can't live without you
so yeah


i do (i do) i do (i do) i do (i do) yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), yeah i do


sometimes i
think you might be a little crazy
but it's fine, cause i
i'm still gon' treat you like a lady
now i can't stand it when
girl, you be tripping and you know it
but i know you just can't control it
so i ain't going nowhere even though


sometimes i don't like you
you always got a problem
with anything that i do
i don't always understand everything about you
but i know i just can't live without you
so yeah


i do (i do) i do (i do) i do (i do) yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), yeah


it don't matter how
much i say or do or show you
cause you still question
if it's really real, what i'm feeling for you
i know that people say
things ain't always what it seems
i promise this is not a dream
i'm really here with you, and you're here with me


sometimes i don't like you
you always got a problem
with anything that i do
i don't always understand everything about you
but i know i just can't live without you
so yeah


i do (i do) i do (i do) i do (i do) yeah
i do (i do) i do (i do) i do (i do), shawty i promise i do
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), so yeah, i do


even when you know i know you're dead wrong
and before too long
you ain't got to apologize
it's all right
yeah


sometimes i don't like you
you always got a problem
with anything that i do
i don't always
understand everything about you
but i know
i just can't live without you
so yeah


i do (i do) i do (i do) i do (i do) yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), yeah
i do (i do) i do (i do) i do (i do), so yeah
i do"
Push It On Me|Kevin Hart|r&b|"
uh, uh, they made droppa get sexy
just when you thought it couldn't happen, it did
but i ain't gon' do it by myself
i brought my guy with me, mr. yeah!
ay, bitches, y'all better get a maxipad and put it on
'cause you about to get wet, let's go, trigga
songbook, baby


lil mama with them big old cheeks (cheeks)
make a nigga wanna spend his check he made this week (week)
let them hoes get mad 'cause them hoes so weak (weak)
spend a bag on your bag and your hair on fleek
oh yeah, push that thing on me (push it)
you got me open, girl, but understand i'm a g
you just want the real so you hating on me
niggas said they showing love but they hating on me (ooh, ooh)


yeah, go 'head with your cute ass (cute ass)
whatever nigga fucked up is a dumbass (dumbass)
let me make it right, girl, you deserve that (deserve that)
sundresses make a nigga wanna grab that
yeah, push that thing on me (push it)
keep it so classy but i know you a freak (freak)
tell me i ain't lying, take a ride with me (oooh)
and pull up in this thing with me, let’s go (let's go)


push that thing on me (push it)
jenny lo' with the booty, sit that ass on me
don't do it for the mirror, shake that ass for a g
girl, you look good, put that ass on me
oh, push that thing on me (push it)
jenny lo' with the booty, sit that ass on me (sit)
don't do it in the mirror, shake that ass for a g
girl, you look good, put that ass on me (hey)


oh, you know that you're my favorite piece (my favorite)
they was thinking 'bout your ass when they made this beat
i've been thinking 'bout your ass every day this week
you the best, keep it wet, that's a major key (major key)
oh yeah, push that thing on me (push it)
let these other niggas know you came with a g (they know)
i'ma keep it real cause they ain't gon' be (they not)
niggas say they showing love but they hating on me


yeah, go 'head with your cute ass (cute ass)
whatever nigga fucked up is a dumbass (dumbass)
let me make it right, girl, you deserve that (deserve that)
sundresses make a nigga wanna grab that
yeah, push that thing on me (push it)
keep it so classy but i know you a freak (freak)
tell me i ain't lying, take a ride with me
and pull up in this thing with me, let’s go (oooh)


push that thing on me (push it, hey)
jenny lo' with the booty, sit that ass on me (sit)
don't do it for the mirror, shake that ass for a g (shake it)
girl, you look good, put that ass on me
oh, push that thing on me (push it)
jenny lo' with the booty, sit that ass on me (sit)
don't do it in the mirror shake that ass for a g (shake it)
girl, you look good, put that ass on me


shawty, can i get that? get that? (gotta get it)
girl, you know i'm tryna hit that, hit that (gotta hit it)
break you off like a kit kat, kit kat
know that ass got some kick back, so kick back (droppa say)
oh, go money, money (go)
let me spend this check on you, it ain't nothing, honey (no)
nah, go money, money (go)
let me spend this check on you, it ain't nothing for a g


yup, it's the dark little big guy
pushin' no salt, no pepper, no french fries
i've been thinkin' 'bout your body but the inside
i ain't never hit it but you know that ass been mine
push it like we on the incline
push it like a door and then we walkin' inside
unless you 'posed to pull, that's a bad line
best part of the game is the half time, it is
chocolate about to get nasty with it
droppa got you drippin' so i had to kiss it
never trippin' on your pussy but i had to visit
got my passport ready, let me grab a ticket
baby, why you talkin' to them ashy niggas?
and stop drinkin' it alone, girl, pass the liquor
got her in the corner, grab her ass, booty, butt
now tell these motherfuckers they can catch me up in ""what now?"", yeah


push that thing on me (oh, yeah)
jenny lo' with the booty, sit that ass on me
don't do it for the mirror shake that ass for a g (no, no)
girl, you look good, put that ass on me (oh, no)
oh, push that thing on me (j. lo)
jenny lo' with the booty, sit that ass on me (no, no)
don't do it in the mirror shake that ass for a g
girl you look good, put that ass on me, oh


push that thing on me
jenny lo' with the booty, sit that ass on me
don't do it in the mirror, girl, do it for a g
girl, you look so good, sit that ass on me
aw, droppa
yeah"
Knockin' da Boots|H-Town|r&b|"
yeah, we doin' this one for all the ladies, huh
h-town boys, kickin' it with my boy luke for the 9-3, you know what i'm sayin' cause we will be knockin' boots
gi, shazam, dino
they goin' do a little somethin, for you real sexy like you know what i'm sayin'
hey, yo, check the verse


last night i thought to back to when we made good love
listenin' to some marvin gaye all night long
now i want that whole thing back
make these moments once again go right
so won't ya, won't ya, uhhh, do it for us, babe

good lovin, body rockin' knockin' boots all night long yeah
makin' love until we tire to the break of dawn
but oh, come on, a-come on
and turn the lights down, and let me get on it, yeah
‘cause when i do, just me and you, it'll be so right

a-give me some good love
(somebody rockin' knockin' da boots)
a-give me some good love
(somebody rockin' knockin' da boots) somebody rockin', baby, ooh

a-give me some good love
(somebody rockin' knockin' da boots) that's all i need, i need
a-give me some good love
(somebody rockin' knockin' da boots)


i feel so good when i'm near you
that's why i always wanna be close to you
i'm so addicted, i'm so addicted
to makin' love to you, baby
all night long, baby, all night long, long, long, long


good lovin', body rockin' all night long, oh, oh
makin' love until we tire to the break of dawn
but oh, come on, come on and turn the lights down, and let me get on it, uh
‘cause when i do, just me and you, it'll be so right, so right, so right

a-give me some good love
(somebody rockin' knockin' da boots)
a-give me some good love
(somebody rockin' knockin' da boots) that's all i want, baby

a-give me some good love
(somebody rockin' knockin' da boots) a little body, body rockin', yeah
a-give me some good love
(somebody rockin' knockin' da boots) complete rockin'

some sweet love
(somebody rockin' knockin' da boots) give you mounds of pleasure
‘cause i'm ready
(somebody rockin' knockin' da boots) i'm so ready

i'm so ready, baby
(somebody rockin' knockin' da boots)
to give you everything that we've been waitin' on
(somebody rockin' knockin' da boots) so come on and give it to me, baby

ah, yeah
right about now we on the intermission tip
so all you ladies go get your towels
you know what i'm sayin', ha
‘cause it's laid out like that, you know
but wait a minute, we ain't through
kick the vamp

whoa...ho...oh...
(somebody rockin' knockin' da boots) oh, baby, whoa

i want your good touch, lady
you're here with me, my baby
it's drivin' me crazy
so won't you come on
(somebody rockin' knockin' da boots)
come on and rock my body, rock my body, baby
come on and rock my body
yeah...ha...ha...hey...
i wanna lay you down
(somebody rockin' knockin' da boots)
so let me make some sweet lovin', baby
i will turn the lights down low and close the door
(somebody rockin' knockin' da boots)
i'll do everything to you, oh
‘cause i'm ready"
Dilemma|Nelly|r&b|"
i love you
and i need you
nelly, i love you
i do need you


no matter what i do (woo!)
all i think about is you
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
you know i'm crazy over you


i met this chick and she just moved right up the block from me
and uh, she got the hots for me
the finest thing my hood done seen
but oh no, oh no
she got a man and a son though
but that's okay 'cause i
wait for my cue and just listen, play my position
like a shortstop, pick up e'rything mami hittin'
and in no time, i plan to make this one here mine
and that's for sure 'cause i
i never been the type to break up a happy home, but uh
there's somethin' 'bout baby girl i just can't leave alone
so tell me, ma, what's it gonna be?
she said: (you don't know what you mean to me)


no matter what i do (woo!)
all i think about is you (uh huh)
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
you know i'm crazy over you


i see a lot, and you look, and i never say a word
i know how niggas start actin' trippin' out here about they girls
and there's no way
nelly gon' fight over no dame
as you can see, but i
i like your steez, your style, your whole demeanor
the way you come through and holla
and swoop me in his two-seater
now that's gangsta
and i got special ways to thank ya
don't you forget it
but uh, it ain't that easy for you to pack and leave him
but uh, you and dirty got ties for different reasons
i respect that, and right before i turn to leave
she said, she said: (you don't know what you mean to me)


no matter what i do (woo!)
all i think about is you (uh huh)
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
you know i'm crazy over you


sing it for me, k!


i love you (word?) and i need you
nelly i… love you, i do… (come on, girl)
and it's more than you'll ever know
boy, it's for sure
you can always count on my love
forever more, yeah, yeah


east coast, i know you shakin' right
down south, i know you bouncin' right
west coast, i know you walkin' right 'cause
(you don't know what you mean to me)
midwest, i see you swingin' right


no matter what i do
all i think about is you
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
you know i'm crazy over you


east coast, i know you shakin' right
down south, i know you bouncin' right
west coast, i know you walkin' right, 'cause
(you don't know what you mean to me)
midwest, i see you swingin' right
east coast, you still shakin' right
down south, i know you bouncin' right
west coast, i know you walkin' right, 'cause
(you don't know what you mean to me)
midwest, i see you swingin' right


no matter what i do (woo!)
all i think about is you (uh huh)
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
boy, you know i'm crazy over you
no matter what i do
all i think about is you
even when i'm with my boo
boy, you know i'm crazy over you


east coast, i know you shakin' right
down south, i know you bouncin' right
west coast, i know you walkin' right, 'cause
(you don't know what you mean to me)
midwest, i see you swingin' right
east coast, you still shakin' right
down south, i see you bouncin' right
west coast, i know you walkin' right, 'cause
(you don't know what you mean to me)
midwest, i see you swingin' right"
Electric (feat. Khalid)|Alina Baraz|r&b|"
darker than the ocean, deeper than the sea
you've got everything, you got what i need
touch me, you're electric, babe
move me, take me from this place
movin' to the tempo, show me what it takes
speeding up my heartbeat, playing in the flames


kiss me, we're on fire, babe
love me, take me to outer space
kiss me, we're on fire, babe
love me, take me to outer space


covered in your water and i'm feeling like a summer breeze
submitted under power and you brought me to my knees
use me, you're electric, babe
move me, take me all the way
whisper in my ear, i'm the only one you're loving on
take advantage of the moment, you're the only one that i want


kiss me, we're on fire, babe
love me, take me to outer space
kiss me, we're on fire, babe
love me, take me to outer space


melting like ice on a summer day
hold me like you mean it, take me far away
bodies moving in, temperature rising
take me to the top then watch me fall in


kiss me (kiss me), we're on fire, babe
love me, take me to outer space
kiss me, (we're on fire...)"
Incapable|Keyshia Cole|r&b|"
its time to grow up
i embarrass myself enough
cause i wouldn't leave you ooh
even my family know the truth yeah yeah


you've taken me under
round in circles like you know you do
i've called on my brothers
they said don't call me till you know you're really through


but every time it feels like
this could be the last time
where's the good in goodbye
if i give this one more try
its hard cause they say that if its true love it never dies


oh what a oh what a feeling
the one that i thought that i needed
was incapable incapable of needing me back
incapable incapable of loving like that


mmm incapable
you are incapable


so next time you call
my number will be changed
you'll always be someone
that i know before the pain, hey yeah


but every time it feels like
this could be the last time
where's the good in goodbye
if i give this one more try
its hard cause they say that if its true love it never dies


oh what a oh what a feeling
the one that i thought that i needed
was incapable incapable of needing me back
incapable incapable of loving like that
oh what a oh what a feeling
the one that i thought that i needed
was incapable incapable of needing me back
incapable incapable of loving like that


it was only me
making a fool of me
even though it wasn't meant to be
still i don't regret a thing
cause it shaped and molded me


oh what a oh what a feeling
the one that i thought that i needed
was incapable incapable of needing me back
(you were all incapable)
incapable incapable of loving like that
(i said all i neeeed ooooooh)
oooh ooh ooh incapable
incapable
you were incapable
mm incapable"
R.A.N.|Miguel|r&b|"
razor blade a heart string
who you tryna fix now?
broken record left on repeat
another buildup to the let down, the let down
steady speedin' to a new pain
tragic collision on the 110
and i wish that you would slow down
'cause maybe then you'd see it comin'
i'm sayin'


have you, you ever (have you ever, ever)
ever fucked with a real nigga (yeah)
real ass nigga before?
i know you're so tired of
feeling like you deserve better
you need a real ass nigga like me, yeah
like me, baby
oh, right now
yeah, yeah


empty chargers, pages torn
hanging on to every word
tequila shots to balance all the sweetest lies that i can burn
how long were you waiting?
will you take me 'fore you give up
rules are meant to break in here
hearts are meant to break in love
(you) way too smart for this
(you) but your problem is
(you) you don't know better, babe
(you) it's so much better, babe
(you) runnin' to the darkness, but you lookin' for the light
searchin' through the city for what's been here all this time


babe, i love you
you are fire
(have you ever done and done and done)
ever fuck with a real nigga
a real ass nigga before?
you wasted time searchin'
but we both know that you deserve better
you need a real ass nigga like me, yeah
love me, baby
oh, babe


respect you too much not to be one hundred with you
you deserve the world and me running with you
you know we always been connected
i ain't perfect
baby, you should always feel protected
i'm saying


have you, have you ever
ever had a real man, baby?
even had a real man like me?
and i know you
know you searchin', baby
you know you deserve, you deserve better
you deserve better, ooh


(have you, you ever) ooh
(ever fuck with a real nigga)
gotta keep it one hundred with you, oh yeah
(a real ass nigga before)
with someone like me
(i know you keep searchin')
('cause you know that you deserve better)
(need a real ass nigga like me, yeah)
for real, though"
I'll Make Love To You|Boyz II Men|r&b|"
close your eyes, make a wish
and blow out the candlelight
for tonight is just your night
we're gonna celebrate, all through the night


pour the wine, light the fire
girl, your wish is my command
i submit to your demands
i will do anything, girl, you need only ask


i'll make love to you
like you want me to
and i'll hold you tight
baby, all through the night
i'll make love to you
when you want me to
and i will not let go
'til you tell me to


girl, relax, let's go slow
i ain't got nowhere to go
i'm just gonna concentrate on you
girl, are you ready? it's gonna be a long night
throw your clothes (throw your clothes)
on the floor (on the floor)


i'm gonna take my clothes off, too
i made plans to be with you
girl, whatever you ask me, you know, i could do


i'll make love to you
like you want me to
and i'll hold you tight
baby, all through the night
i'll make love to you
when you want me to
and i will not let go
'til you tell me to


baby, tonight is your night
and i will do you right
just make a wish on your night
anything that you ask
i will give you the love of your life, your life, your life


i'll make love to you (i'll make love)
like you want me to
and i'll hold you tight (hold you tight)
baby, all through the night
i'll make love to you (i'll make love)
when you want me to
and i will not let go (will not let go til you)
'til you tell me to  (tell me to)
i'll make love to you  (i'll make love)
like you want me to
and i'll hold you tight (hold you tight)
baby, all through the night
i'll make love to you  (i'll make love)
when you want me to  (will not let go til you)
and i will not let go
'til you tell me to (tell me to, tell me baby)"
Breakfast In Bed|Ella Mai|r&b|"
couldn't sleep last night
waking up in cold sweats, reading your last line
now it's six in the morning
and i'm staring at the side of the bed that you're not in
i wonder where you're waking
wonder if you're all alone
don't you wish you could just be right here
waking up where you belong


why you playin' hard to get?
never had to wait this long before
never been the type to fight for more
waking up with no regrets
isn't that what we do this for?
isn't that what we do this for?


so let me take you to my room, i'll give you what you need
i just want to take you home with me
i just want to take this to another level
get you high off my intensity
i just want to take you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
take you home with me
i just want to get you home with me (breakfast in bed)
i just want to give you that, i just want to give you that


why you makin' me beg?
you ain't gotta do me like that, boy it ain't fair
i been trying my hardest
last week you was on it and you wouldn't stop calling
i know what you're thinking
don't want to make it serious
but we don't need a title for what we got here
and the rest is up to us


why you playin' hard to get?
never had to wait this long before
never been the type to fight for more
waking up with no regrets
isn't that what we do this for?
isn't that what we do this for?


so let me take you to my room, i'll give you what you need
i just want to take you home with me
i just want to take this to another level
get you high off my intensity
i just want to take you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
you home with me
i just want to give you that breakfast in bed
take you home with me
i just want to get you home with me (breakfast in bed)
i just want to give you that, i just want to give you that


on a silver platter when you wake up
high into my realm i wanna take ya
got a lot of tricks, let me break you off
you know what time it is when i take it off
boy you know i got a lot to offer, i ain't never gonna stop you when you wanna come get it
just know i keep it real tight so you can stay for the night wake up, breakfast in bed


so let me take you to my room, i'll give you what you need
i just want to take you home with me
i just want to take this to another level
get you high off my intensity
i just want to take you home with me
i just want to give you that breakfast in bed


i don't want to sound crazy but
i just wanted to make sure we were on the same page
if it's me it's, it's only me
you and me
here"
Deuces (feat. Tyga & Kevin McCall)|Chris Brown|r&b|"


all that bullshit's for the birds
you ain't nothin' but a vulture-ure-ure-ure
always hoping for the worst
waiting for me to fuck up
you'll regret the day when i find another girl, yeah
that knows just what i need, she know just what i mean
when i tell her keep it drama free
(whoa-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
chu-chuckin' up them deuces
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
yeah, yeah, told you that i'm leaving, deuces
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
woah, oh
i know you mad, but so what? i wish you best of luck
and now i'm finna throw them deuces up


i'm on some new shit
i'm chuckin' my deuces up to her (deuces)
i'm moving on to something better, better, better
no more tryna make it work (deuces)
you made me wanna say bye-bye (say bye-bye)
say bye-bye (say bye-bye)
say bye-bye to her (say bye-bye, deuces)
you made me wanna say bye-bye (say bye-bye)
say bye-bye (say bye-bye)
say bye-bye to her (say bye-bye)


uh, used to be valentines, together all the time
thought it was true love, but you know women lie
it's like i sent my love with a text two times
call 'cause i care, but i ain't get no reply (no reply)
tryna see eye to eye, but it's like we both blind
fuck it, let's hit the club, i rarely sip but pour me some
'cause when it's all said and done
i ain't gon' be the one that she can always run to
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
i hate liars, fuck love, i'm tired of tryin'
my heart big, but it beat quiet
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
i don't never feel like we vibin'
'cause every time we alone, it's a awkward silence
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
so leave your keys on the kitchen counter
and give me back that ruby ring with the big diamond
shit, it's over, what you trippin' for?
i don't wanna have to let you go
but baby, i think it's better if i let you know


i'm on some new shit
i'm chuckin' my deuces up to her (deuces)
i'm moving on to something better, better, better
no more tryna make it work, no (deuces)
you made me wanna say bye-bye (say bye-bye, bye-bye)
say bye-bye (say bye-bye, bye-bye)
say bye-bye to her (say bye-bye, oh-oh, deuces)
you made me wanna say bye-bye (say bye-bye, bye-bye, bye-bye)
say bye-bye (say bye-bye)
say bye-bye to her, yeah (say bye-bye)


look, my shawty always on some bullshit like chicago
so i flip that middle finger and the index finger follow
deuces, we ain't got no future in tomorrow
i'm a dick, so it shouldn't be that hard to swallow
the other chick i'm with never complainin'
she make me wanna leave the one i'm with, usher raymond
prolly didn't register, don't trip, later on it will
shorty full of drama, like gangsta gri-zills
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
i finally noticed it, it finally hit me
like tina did ike in the limo, it finally hit me
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
i got a new chick, and she ain't you
she paula patton thick. she give me déjà vu
(oh-whoa-whoa-whoa-whoa-whoa-whoa-whoa)
and all that attitude, i don't care about it
but all that shit i do for her, you gon' hear about it
breezy rep two up, two down
but i'm just puttin' two up, chuckin' up the deuce now (oh!)


i'm on some new shit
i'm chuckin' my deuces up to her, oh-oh (deuces)
i'm moving on to something better, better, better (better, baby)
no more tryna make it work, hey (deuces)
you made me wanna say bye-bye (say bye-bye)
say bye-bye (say bye-bye, say, say)
say bye-bye to her (say bye-bye, bye-bye, deuces)
you made me wanna say bye-bye (say bye-bye)
say bye-bye (say bye-bye, say, say)
say bye-bye to her (say bye-bye), deuces"
Just Right for Me|Monica|r&b|"
she so good for me
mr. good stuff, mrs. good stuffin', good lovin'
watch me pull up 'til i pull somethin' on a full stomach
take her out to eat like, ""i'm hungry if you're hungry""
hoppin' it off, then droppin' her off
then toppin' it off with a muah on her jaw
and a smack on the ass, and a call me tomorrow
and a walk to the door and a honk on the horn
got monica on my playlist and she on my bae list
but since i got a situation, i use imagination, alright


baby, baby, baby, baby (tunechi)
can't no one come take me from my baby (one, two, three, four)
like i can give my heart and all my time (alright)
gotta keep my lovin' on your mind (yeah)


oh, you got me goin' (woo, i'm goin', i'm goin', i'm goin', i'm goin')
so far and deep (i'm deep, i'm deep, i'm deep)
i can't control it (no, i can't control it, control it, control it, control it)
meant to be together through the times


'cause you're just right for me (baby, i)
boy, you know your love's the best
and it's just right for me (baby, i am sure)
and i don't care about your past
'cause you're just right for me (baby, i-i-i)
just right for me, me-me, me (baby, i know it)
and i don't care about your past, hey


baby, baby, baby, baby
it's like you're always tryna keep me happy
so you know what a wife like me gon' do
got me thankin' on the two that made you (thank you, baby)


oh, you got me goin' (woo, uh) so far and deep (so far, so deep)
i can't control it (i can't control it, no)
meant to be together through the times (meant to be, ayy)


'cause you're just right for me (baby, you know)
boy, you know your love's the best (the best, yeah)
and it's just right for me (baby, i will show you)
and i don't care about your past
'cause you're just right for me


you know it
oh, oh, you got my attention
boy, you never lose 'cause you know i miss it (you know)
the things we do, my king, you're my best friend


and it's just right for me (for me)
and i don't care about your past
'cause you're just right for me (just right for me)
baby, i will show you
(uh huh, just right for me)
just right for me
just right, my time
the only one in my life (ohh, oh-oh)
baby and you know it
ooh, you’re just right for me (baby, baby, baby, baby, baby)
just right for me, oh"
Faded Pictures|Case|r&b|"that's right
life is funny ain't it
sometimes you can end up with
somebody you really don't wanna be with
and others left to figure it out
check it


she was more than a women, a goddess for all it seems
all i ever needed was her right here loving me
for a while we were cool and the groovin' love was on
but i still remember how it felt when our love was gone


in a tattered picture book
was a photograph she took years ago
(secret memories in her mind)
secret memories in her mind
how could love be so unkind?
heartbreak time (my heart is breaking)


faded pictures in a broken glass (broken glass)
like a mirror revealing (i see... i see)
what the woman is feeling
was it someone from a distant past? (way back long ago)
'cause it's breaking my heart
to watch her stare into the glass (joe help me out!)


as she turned through the pages the tears rolled down her face
i could see her reminiscing, why her life had to be this way
then she stopped and she came to a page where her diary ends
to smell the scent of an old rose, from her lover i suppose


in a tattered picture book (tattered picture book)
was a photograph she took (she took) years ago
